chord,freq,contains,,data,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,iio,,,,
,,,,viio,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,iio,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,It,,,,
,,,,V,,,,
,,,,It,,,,
,,,,V,,,,
,,,,It,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#vii%7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,VI,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,#viio,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,i,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,III,,,,
,,,,iv,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,i,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V9,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V9,,,,
,,,,i,,,,
,,,,i,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,,,,,
,,,,i,,,,
,,,,It,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,,,,,
,,,,i,,,,
,,,,It,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,#viio7,,,,
,,,,v,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,#viio7,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii%7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,viio7,,,,
,,,,viio7,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,v,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,iv,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,#vo,,,,
,,,,I+,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,viio,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,VI,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,III,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,bII,,,,
,,,,iv7,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,#viio,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,iio,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,IV,,,,
,,,,v,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#vio7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,VI,,,,
,,,,ii%7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,ii7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,ii7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,iio,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,#viio7,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,#viio7,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,iv,,,,
,,,,ii%7,,,,
,,,,#vo7,,,,
,,,,iii,,,,
,,,,iii,,,,
,,,,vio7,,,,
,,,,vio7,,,,
,,,,bVII,,,,
,,,,bVII,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,VII,,,,
,,,,VII,,,,
,,,,VI,,,,
,,,,VI,,,,
,,,,V,,,,
,,,,v,,,,
,,,,#viio7,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,bVI,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,bIII,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,viio7,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#io,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,#io7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#iio7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,iiio,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,ii7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,iiio7,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,IV,,,,
,,,,iiio7,,,,
,,,,IV,,,,
,,,,viio7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,ii%7,,,,
,,,,V7,,,,
,,,,IV,,,,
,,,,viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V9,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V+,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,ii7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,viio7,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,iii,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,vi,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,vi7,,,,
,,,,V,,,,
,,,,IV,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,i,,,,
,,,,i,,,,
,,,,v,,,,
,,,,iv,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,i,,,,
,,,,v,,,,
,,,,iv,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,i,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,vi,,,,
,,,,iv,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,i,,,,
,,,,i,,,,
,,,,#viio,,,,
,,,,#viio,,,,
,,,,i,,,,
,,,,i,,,,
,,,,v,,,,
,,,,iv,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,iv,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,vi,,,,
,,,,vi,,,,
,,,,#viio7,,,,
,,,,i,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,i,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,I,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,iv,,,,
,,,,i,,,,
,,,,V,,,,
,,,,V,,,,
,,,,i,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,#viio,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V9,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V+,,,,
,,,,I,,,,
,,,,I,,,,
,,,,#viio,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V,,,,
,,,,V,,,,
,,,,ii7,,,,
,,,,#viio7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I+,,,,
,,,,IV,,,,
,,,,Ger,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,ii,,,,
,,,,ii,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V,,,,
,,,,V7,,,,
,,,,I,,,,
,,,,I,,,,
,,,,I,,,,
,,,,V7,,,,
,,,,V,,,,
,,,,V,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,ii,,,,
,,,,#viio7,,,,
,,,,V,,,,
,,,,I,,,,
,,,,V,,,,
,,,,vi,,,,
,,,,IV,,,,
,,,,iii,,,,
