chord,measure,beat,totbeat,op,no,mov,length,global_key,is_major,unified_chord,Case
V6,38,4,134,130,13,1,0.5,Bb,TRUE,V,TRUE
V64/IV,39,4.5,138.5,130,13,1,0.5,Bb,TRUE,V,TRUE
V,40,3,141,130,13,1,0.5,Bb,TRUE,V,TRUE
V6,41,3,145,130,13,1,2,Bb,TRUE,V,TRUE
V6,42,3,149,130,13,1,2,Bb,TRUE,V,TRUE
V,45,1,159,130,13,1,2,Bb,TRUE,V,TRUE
V/V,46,4.5,166.5,130,13,1,0.5,Bb,TRUE,V,TRUE
V,47,1,167,130,13,1,2,Bb,TRUE,V,TRUE
V,49,1,175,130,13,1,4,Bb,TRUE,V,TRUE
V,51,1,183,130,13,1,1,Bb,TRUE,V,TRUE
V6(+4),100,1,376,130,13,1,1,Bb,TRUE,V,TRUE
V,112,2,420,130,13,1,1,Bb,TRUE,V,TRUE
V,112,4,422,130,13,1,1,Bb,TRUE,V,TRUE
V(64),115,3,433,130,13,1,1,Bb,TRUE,V,TRUE
V.V6(9),129,1,487,130,13,1,1,Bb,TRUE,V,TRUE
V6,129,2,488,130,13,1,1,Bb,TRUE,V,TRUE
V6(2),129,3,489,130,13,1,1,Bb,TRUE,V,TRUE
V6,129,4,490,130,13,1,1,Bb,TRUE,V,TRUE
V(9),130,1,491,130,13,1,1,Bb,TRUE,V,TRUE
V,130,2,492,130,13,1,1,Bb,TRUE,V,TRUE
V6(9),130,3,493,130,13,1,1,Bb,TRUE,V,TRUE
V,130,4,494,130,13,1,1,Bb,TRUE,V,TRUE
V,131,1,495,130,13,1,1,Bb,TRUE,V,TRUE
V6,131,2,496,130,13,1,1,Bb,TRUE,V,TRUE
V,139,1,527,130,13,1,1,Bb,TRUE,V,TRUE
i,39,3,117,132,15,5,1,a,TRUE,?,TRUE
V/ii,139,3,529,130,13,1,0.5,Bb,TRUE,V,TRUE
V6,147,3,561,130,13,1,1,Bb,TRUE,V,TRUE
V,147,4,562,130,13,1,0.5,Bb,TRUE,V,TRUE
V6,148,3,565,130,13,1,1,Bb,TRUE,V,TRUE
V,148,4,566,130,13,1,0.5,Bb,TRUE,V,TRUE
I.V6,200,4,774,130,13,1,1,Bb,TRUE,V,TRUE
V6/vi,203,2,784,130,13,1,1,Bb,TRUE,V,TRUE
V6/V,203,4,786,130,13,1,1,Bb,TRUE,V,TRUE
V(6),204,1.5,787.5,130,13,1,0.5,Bb,TRUE,V,TRUE
V6/vi,205,1,791,130,13,1,1,Bb,TRUE,V,TRUE
V,206,2,796,130,13,1,0.5,Bb,TRUE,V,TRUE
V6,207,1,799,130,13,1,0.5,Bb,TRUE,V,TRUE
V64,207,3.5,801.5,130,13,1,0.5,Bb,TRUE,V,TRUE
V6,207,4.5,802.5,130,13,1,0.5,Bb,TRUE,V,TRUE
V,210,3,813,130,13,1,2,Bb,TRUE,V,TRUE
V,216,1,835,130,13,1,1.5,Bb,TRUE,V,TRUE
V,217,2,839,130,13,1,1,Bb,TRUE,V,TRUE
V6,222,1,854,130,13,1,1,Bb,TRUE,V,TRUE
V,222,2,855,130,13,1,3,Bb,TRUE,V,TRUE
V(64),224,1,861,130,13,1,4,Bb,TRUE,V,TRUE
V6,225,4,868,130,13,1,0.5,Bb,TRUE,V,TRUE
vi.V,258,1,515,18,2,4,2,G,FALSE,V+,TRUE
V,230,2,886,130,13,1,1,Bb,TRUE,V,TRUE
V(64),16,1,61,130,13,2,1,b,TRUE,V,TRUE
V,16,2,62,130,13,2,1,b,TRUE,V,TRUE
V(64),31,4,152,130,13,2,6,b,TRUE,V,TRUE
V,38,1,191,130,13,2,6,b,TRUE,V,TRUE
V,69,1,363,130,13,2,2,b,TRUE,V,TRUE
V,72,4,378,130,13,2,1,b,TRUE,V,TRUE
V,77,1,395,130,13,2,4,b,TRUE,V,TRUE
V,80,4,410,130,13,2,1,b,TRUE,V,TRUE
V(64),89,1,443,130,13,2,1,b,TRUE,V,TRUE
V,89,2,444,130,13,2,1,b,TRUE,V,TRUE
V(64),97,1,475,130,13,2,1,b,TRUE,V,TRUE
V,97,2,476,130,13,2,1,b,TRUE,V,TRUE
V\\\\,101,1,491,130,13,2,4,b,TRUE,V,TRUE
V,103,1,499,130,13,2,4,b,TRUE,V,TRUE
V,105,1,507,130,13,2,4,b,TRUE,V,TRUE
V,106,4,514,130,13,2,1,b,TRUE,V,TRUE
V6,2,4.5,8.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6,3,3,11,130,13,3,1,Db,TRUE,V,TRUE
V(64),4,4,16,130,13,3,0.5,Db,TRUE,V,TRUE
V6,5,3,19,130,13,3,1,Db,TRUE,V,TRUE
V6,6,4.5,24.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6,7,1.75,25.75,130,13,3,0.25,Db,TRUE,V,TRUE
V64,7,3.5,27.5,130,13,3,0.5,Db,TRUE,V,TRUE
V64,8,1.75,29.75,130,13,3,0.25,Db,TRUE,V,TRUE
V,8,3.5,31.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/V,8,4.5,32.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6,9,1.5,33.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,9,3.5,35.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,10,1.5,37.5,130,13,3,0.5,Db,TRUE,V,TRUE
V/V,10,3,39,130,13,3,1,Db,TRUE,V,TRUE
V,10,4,40,130,13,3,1,Db,TRUE,V,TRUE
V6,14,3.5,55.5,130,13,3,0.5,Db,TRUE,V,TRUE
i.V,284,1,567,18,2,4,1,G,FALSE,V+,TRUE
V,288,1,575,18,2,4,2,G,FALSE,V+,TRUE
V,296,1,591,18,2,4,2,G,FALSE,V+,TRUE
V64(2),298,1,595,18,2,4,1,G,FALSE,V+,TRUE
V64,298,2,596,18,2,4,1,G,FALSE,V+,TRUE
V6],300,1,599,18,2,4,2,G,FALSE,V+,TRUE
V\\\\,305,1,609,18,2,4,2,G,FALSE,V+,TRUE
V6,306,2.5,612.5,18,2,4,0.5,G,FALSE,V+,TRUE
V6,307,1.5,613.5,18,2,4,0.5,G,FALSE,V+,TRUE
V6,320,1,639,18,2,4,2,G,FALSE,V+,TRUE
V,326,1,651,18,2,4,2,G,FALSE,V+,TRUE
V(64),332,1,663,18,2,4,2,G,FALSE,V+,TRUE
V,15,3.5,59.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/vi,17,2.5,66.5,130,13,3,2.25,Db,TRUE,V,TRUE
V,19,2.5,74.5,130,13,3,0.5,Db,TRUE,V,TRUE
V(+b2),19,3,75,130,13,3,2,Db,TRUE,V,TRUE
V,20,1,77,130,13,3,2,Db,TRUE,V,TRUE
V,21,1,81,130,13,3,2,Db,TRUE,V,TRUE
V(64),21,3,83,130,13,3,1,Db,TRUE,V,TRUE
V64,22,3,87,130,13,3,0.5,Db,TRUE,V,TRUE
V(64),24,1,93,130,13,3,1,Db,TRUE,V,TRUE
V(64),24,3.5,95.5,130,13,3,0.5,Db,TRUE,V,TRUE
V(64),27,3,107,130,13,3,1,Db,TRUE,V,TRUE
V(64),30,3,119,130,13,3,1,Db,TRUE,V,TRUE
V,30,4,120,130,13,3,0.75,Db,TRUE,V,TRUE
i,40,3,120,132,15,5,1,a,TRUE,?,TRUE
V/ii,31,3,123,130,13,3,0.5,Db,TRUE,V,TRUE
V6,32,3,127,130,13,3,1,Db,TRUE,V,TRUE
V/vi,33,3,131,130,13,3,0.25,Db,TRUE,V,TRUE
V/V,34,3,135,130,13,3,1.5,Db,TRUE,V,TRUE
V6(6),35,1,137,130,13,3,0.25,Db,TRUE,V,TRUE
V,35,1.25,137.25,130,13,3,1.75,Db,TRUE,V,TRUE
V6,42,1.75,165.75,130,13,3,0.25,Db,TRUE,V,TRUE
V,42,4.5,168.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,43,3.5,171.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/V,43,4.5,172.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6,44,1.5,173.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,45,1.5,177.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,45,3,179,130,13,3,1,Db,TRUE,V,TRUE
V,50,3.5,199.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6,51,3.5,203.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/vi,52,2.5,206.5,130,13,3,2.5,Db,TRUE,V,TRUE
V(64),54,2.5,214.5,130,13,3,0.25,Db,TRUE,V,TRUE
V,54,2.75,214.75,130,13,3,0.25,Db,TRUE,V,TRUE
V(+b9),54,3,215,130,13,3,2,Db,TRUE,V,TRUE
V,55,1,217,130,13,3,2,Db,TRUE,V,TRUE
V,56,1,221,130,13,3,2,Db,TRUE,V,TRUE
V(64),56,3,223,130,13,3,1,Db,TRUE,V,TRUE
I.V(64),59,1,237,130,13,3,1,Db,TRUE,V,TRUE
V,59,2,238,130,13,3,1,Db,TRUE,V,TRUE
V(64),62,3,251,130,13,3,1,Db,TRUE,V,TRUE
V(64),65,3,263,130,13,3,1,Db,TRUE,V,TRUE
V\\\\,65,4,264,130,13,3,1,Db,TRUE,V,TRUE
V6,67,3.5,271.5,130,13,3,-5,Db,TRUE,V,TRUE
V,68,3.5,275.5,130,13,3,0.5,Db,TRUE,V,TRUE
V/vi,69,1.5,277.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/vi,69,3,279,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,69,3.5,279.5,130,13,3,0.5,Db,TRUE,V,TRUE
V,73,3,295,130,13,3,1.75,Db,TRUE,V,TRUE
V(64),78,2,314,130,13,3,1,Db,TRUE,V,TRUE
V6,79,2,318,130,13,3,0.5,Db,TRUE,V,TRUE
V/ii,81,1,325,130,13,3,4,Db,TRUE,V,TRUE
V/ii,82,1,329,130,13,3,0.5,Db,TRUE,V,TRUE
V6,82,2,330,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,82,4.5,332.5,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,83,1,333,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,83,2,334,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,83,3,335,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,83,4,336,130,13,3,0.5,Db,TRUE,V,TRUE
V6/ii,84,1,337,130,13,3,0.5,Db,TRUE,V,TRUE
V6,84,2,338,130,13,3,0.5,Db,TRUE,V,TRUE
V,85,2,342,130,13,3,0.5,Db,TRUE,V,TRUE
V6,89,2,358,130,13,3,0.25,Db,TRUE,V,TRUE
V(64),89,3,359,130,13,3,0.5,Db,TRUE,V,TRUE
V6,10,1,14.5,130,13,4,1.5,G,TRUE,V,TRUE
V,12,1,17.5,130,13,4,1,G,TRUE,V,TRUE
V6,14,1,20.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,14,2,21.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,15,1.5,22.5,130,13,4,0.5,G,TRUE,V,TRUE
V,16,1,23.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,26,1,38.5,130,13,4,0.5,G,TRUE,V,TRUE
V,26,1.5,39,130,13,4,1,G,TRUE,V,TRUE
V6,30,1,44.5,130,13,4,0.75,G,TRUE,V,TRUE
V,30,1.75,45.25,130,13,4,0.75,G,TRUE,V,TRUE
V,34,1,50.5,130,13,4,1,G,TRUE,V,TRUE
V6,38,1,56.5,130,13,4,1,G,TRUE,V,TRUE
V6/V,38,2,57.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,50,1,74.5,130,13,4,0.75,G,TRUE,V,TRUE
V,50,1.75,75.25,130,13,4,1.5,G,TRUE,V,TRUE
V6,54,1,80.5,130,13,4,1.5,G,TRUE,V,TRUE
V,55,1,82,130,13,4,1.5,G,TRUE,V,TRUE
V6/vi,57,1.5,85.5,130,13,4,1,G,TRUE,V,TRUE
V(64)/iii,59,1.5,88.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,98,1,146.5,130,13,4,1.5,G,TRUE,V,TRUE
V6,99,1.5,148.5,130,13,4,0.5,G,TRUE,V,TRUE
V,100,1,149.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,102,1,152.5,130,13,4,1.5,G,TRUE,V,TRUE
V6,103,1.5,154.5,130,13,4,0.5,G,TRUE,V,TRUE
V,104,1,155.5,130,13,4,0.5,G,TRUE,V,TRUE
V(4),108,1,161.5,130,13,4,0.75,G,TRUE,V,TRUE
V,108,1.75,162.25,130,13,4,0.25,G,TRUE,V,TRUE
V,114,1,170.5,130,13,4,1.5,G,TRUE,V,TRUE
V,115,1.5,172.5,130,13,4,0.5,G,TRUE,V,TRUE
V],116,1,173.5,130,13,4,0.5,G,TRUE,V,TRUE
V6,118,1,176.5,130,13,4,1.5,G,TRUE,V,TRUE
V6,119,1.5,178.5,130,13,4,0.5,G,TRUE,V,TRUE
V,120,1,179.5,130,13,4,0.5,G,TRUE,V,TRUE
V,129,1,193,130,13,4,0.5,G,TRUE,V,TRUE
V(4),136,1,203.5,130,13,4,0.5,G,TRUE,V,TRUE
V,136,1.5,204,130,13,4,1,G,TRUE,V,TRUE
V6,138,1,206.5,130,13,4,0.5,G,TRUE,V,TRUE
V/V,138,1.5,207,130,13,4,0.5,G,TRUE,V,TRUE
V(64),140,1,209.5,130,13,4,0.5,G,TRUE,V,TRUE
V(64),148,1.5,222,130,13,4,1,G,TRUE,V,TRUE
V,1,3.75,3.75,130,13,5,0.25,Eb,TRUE,V,TRUE
V,4,1,10,130,13,5,1,Eb,TRUE,V,TRUE
V6,6,1,16,130,13,5,1,Eb,TRUE,V,TRUE
V6/ii,7,2,20,130,13,5,1,Eb,TRUE,V,TRUE
V(64),8,1,22,130,13,5,1,Eb,TRUE,V,TRUE
V6,8,3,24,130,13,5,1,Eb,TRUE,V,TRUE
V6,9,3,27,130,13,5,1,Eb,TRUE,V,TRUE
V,10,3.75,30.75,130,13,5,0.25,Eb,TRUE,V,TRUE
V64,20,1,58,130,13,5,1,Eb,TRUE,V,TRUE
V,20,2,59,130,13,5,1,Eb,TRUE,V,TRUE
V,22,3.5,66.5,130,13,5,0.5,Eb,TRUE,V,TRUE
V(64),24,1,70,130,13,5,1,Eb,TRUE,V,TRUE
V,24,2,71,130,13,5,1,Eb,TRUE,V,TRUE
V(64),26,1,76,130,13,5,1,Eb,TRUE,V,TRUE
V,26,2,77,130,13,5,1,Eb,TRUE,V,TRUE
V(64),29,2,86,130,13,5,1,Eb,TRUE,V,TRUE
V(64),33,1,97,130,13,5,1,Eb,TRUE,V,TRUE
V,33,2,98,130,13,5,1,Eb,TRUE,V,TRUE
V(64),35,1,103,130,13,5,1,Eb,TRUE,V,TRUE
V(64),38,2,113,130,13,5,1,Eb,TRUE,V,TRUE
V64(+6),50,2,149,130,13,5,0.5,Eb,TRUE,V,TRUE
V\\\\,52,1,154,130,13,5,1,Eb,TRUE,V,TRUE
V6,54,1,160,130,13,5,1,Eb,TRUE,V,TRUE
V(64),56,1,166,130,13,5,1,Eb,TRUE,V,TRUE
V6,56,3,168,130,13,5,1,Eb,TRUE,V,TRUE
V6,57,3,171,130,13,5,1,Eb,TRUE,V,TRUE
V(6),60,3,180,130,13,5,0.5,Eb,TRUE,V,TRUE
V(+6),63,3,189,130,13,5,0.333333,Eb,TRUE,V,TRUE
V,64,1,190,130,13,5,1,Eb,TRUE,V,TRUE
V,9,2,18,130,13,6,1,Bb,TRUE,V,TRUE
V6,15,1,29,130,13,6,1,Bb,TRUE,V,TRUE
V,17,2,34,130,13,6,1,Bb,TRUE,V,TRUE
V,19,1,37,130,13,6,2,Bb,TRUE,V,TRUE
V,22,1,43,130,13,6,1,Bb,TRUE,V,TRUE
ii[V/V,22,2,44,130,13,6,1,Bb,TRUE,V,TRUE
V],23,1,45,130,13,6,1,Bb,TRUE,V,TRUE
V,33,1,65,130,13,6,2,Bb,TRUE,V,TRUE
V,35,1,69,130,13,6,2,Bb,TRUE,V,TRUE
V64,37,2,74,130,13,6,1,Bb,TRUE,V,TRUE
V,44,3,175,18,3,1,2,D,FALSE,V+,TRUE
V,47,1,185,18,3,1,2,D,FALSE,V+,TRUE
V,49,1,193,18,3,1,2,D,FALSE,V+,TRUE
V\\\\,51,1,201,18,3,1,2,D,FALSE,V+,TRUE
V[V64,41,1,81,130,13,6,2,Bb,TRUE,V,TRUE
V6],43,1,85,130,13,6,1.5,Bb,TRUE,V,TRUE
V,44,2,88,130,13,6,1,Bb,TRUE,V,TRUE
V,47,2.5,94.5,130,13,6,2.5,Bb,TRUE,V,TRUE
V6,51,2.5,102.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V,53,1,105,130,13,6,2,Bb,TRUE,V,TRUE
V,58,1,115,130,13,6,0.5,Bb,TRUE,V,TRUE
V64],60,1.5,119.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V(64),60,2,120,130,13,6,0.5,Bb,TRUE,V,TRUE
V6,70,3,279,18,3,1,2,D,FALSE,V+,TRUE
V,71,3,283,18,3,1,2,D,FALSE,V+,TRUE
V(64),75,1,297,18,3,1,2,D,FALSE,V+,TRUE
V,75,3,299,18,3,1,2,D,FALSE,V+,TRUE
V,74,2,148,130,13,6,1,Bb,TRUE,V,TRUE
V6,87,1,173,130,13,6,1,Bb,TRUE,V,TRUE
V,87,2,174,130,13,6,0.5,Bb,TRUE,V,TRUE
V6/V,87,2.5,174.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V/ii,98,2.5,196.5,130,13,6,0.5,Bb,TRUE,V,TRUE
i\\\\,42,1,124,132,15,5,0.5,a,TRUE,?,TRUE
V/iii,228,1,455,130,13,6,2,Bb,TRUE,V,TRUE
V/iii,229,1,457,130,13,6,2,Bb,TRUE,V,TRUE
V,236,2,472,130,13,6,1,Bb,TRUE,V,TRUE
V,244,2,488,130,13,6,1,Bb,TRUE,V,TRUE
V[V,245,2,490,130,13,6,3,Bb,TRUE,V,TRUE
V,249,1,497,130,13,6,1,Bb,TRUE,V,TRUE
V64,249,2.5,498.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V(64)/V,250,1,499,130,13,6,1,Bb,TRUE,V,TRUE
V6,260,1,519,130,13,6,2,Bb,TRUE,V,TRUE
V,263,2.5,526.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V(64)/V,264,1,527,130,13,6,1,Bb,TRUE,V,TRUE
V,274,1,547,130,13,6,2,Bb,TRUE,V,TRUE
V/V,276,1,551,130,13,6,1,Bb,TRUE,V,TRUE
V64,276,2,552,130,13,6,1,Bb,TRUE,V,TRUE
V,297,1,593,130,13,6,2,Bb,TRUE,V,TRUE
V,305,1,609,130,13,6,2,Bb,TRUE,V,TRUE
V,308,2,616,130,13,6,1,Bb,TRUE,V,TRUE
V,312,1,623,130,13,6,2,Bb,TRUE,V,TRUE
V(64),317,2,634,130,13,6,0.5,Bb,TRUE,V,TRUE
V6,330,1,659,130,13,6,1.5,Bb,TRUE,V,TRUE
V/V,330,2.5,660.5,130,13,6,0.5,Bb,TRUE,V,TRUE
i6,42,3.5,126.5,132,15,5,0.5,a,TRUE,?,TRUE
V,375,1,749,130,13,6,2,Bb,TRUE,V,TRUE
V/vi,377,1,753,130,13,6,1,Bb,TRUE,V,TRUE
V,383,1,765,130,13,6,2,Bb,TRUE,V,TRUE
V6,409,2,818,130,13,6,1,Bb,TRUE,V,TRUE
V,410,1,819,130,13,6,1,Bb,TRUE,V,TRUE
V6,414,1,827,130,13,6,1,Bb,TRUE,V,TRUE
V,415,1,829,130,13,6,4,Bb,TRUE,V,TRUE
V(64),441,1,881,130,13,6,1,Bb,TRUE,V,TRUE
V/ii,448,1,895,130,13,6,2,Bb,TRUE,V,TRUE
V,452,2,904,130,13,6,1,Bb,TRUE,V,TRUE
V,454,2,908,130,13,6,1,Bb,TRUE,V,TRUE
V,456,2,912,130,13,6,1,Bb,TRUE,V,TRUE
V6,457,2,914,130,13,6,0.5,Bb,TRUE,V,TRUE
V,458,2,916,130,13,6,1,Bb,TRUE,V,TRUE
V(64),467,1.5,933.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V,478,1,955,130,13,6,1,Bb,TRUE,V,TRUE
V,480,2,960,130,13,6,2,Bb,TRUE,V,TRUE
I.V,481,2,962,130,13,6,1,Bb,TRUE,V,TRUE
V6,483,1.5,965.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V,485,2,970,130,13,6,1,Bb,TRUE,V,TRUE
V6,487,1,973,130,13,6,1,Bb,TRUE,V,TRUE
V,489,1.5,977.5,130,13,6,0.5,Bb,TRUE,V,TRUE
V64,489,2,978,130,13,6,2,Bb,TRUE,V,TRUE
I.V,490,2,980,130,13,6,1,Bb,TRUE,V,TRUE
V,497,2,994,130,13,6,1,Bb,TRUE,V,TRUE
V64,18,2,71,131,14,1,1,c#,TRUE,V,TRUE
i.V(64),20,1,78,131,14,1,1,c#,TRUE,V,TRUE
V,20,3,80,131,14,1,1,c#,TRUE,V,TRUE
V/vii,22,4,89,131,14,1,1,c#,TRUE,V,TRUE
V/III,23,4,93,131,14,1,1,c#,TRUE,V,TRUE
V,34,4,137,131,14,1,2,c#,TRUE,V,TRUE
iii.V,41,1,162,131,14,1,1,c#,TRUE,V,TRUE
V(64),41,3,164,131,14,1,1,c#,TRUE,V,TRUE
V,41,4,165,131,14,1,1,c#,TRUE,V,TRUE
V(64),116,1,461,18,3,1,4,D,FALSE,V+,TRUE
V,117,1,465,18,3,1,4,D,FALSE,V+,TRUE
V,123,1,489,18,3,1,1,D,FALSE,V+,TRUE
V(+7+2),123,2,490,18,3,1,1,D,FALSE,V+,TRUE
V(64),123,3,491,18,3,1,1,D,FALSE,V+,TRUE
V,127,3,507,18,3,1,2,D,FALSE,V+,TRUE
V,133,3,531,18,3,1,2,D,FALSE,V+,TRUE
V,135,3,539,18,3,1,2,D,FALSE,V+,TRUE
V\\\\,152,1,605,18,3,1,2,D,FALSE,V+,TRUE
V\\\\,154,1,613,18,3,1,2,D,FALSE,V+,TRUE
V\\\\,156,1,621,18,3,1,0.333333,D,FALSE,V+,TRUE
V,156,1.33333,621.333,18,3,1,15.6667,D,FALSE,V+,TRUE
V,43,1,170,131,14,1,3,c#,TRUE,V,TRUE
V64,46,1,182,131,14,1,2,c#,TRUE,V,TRUE
V6,50,1,198,131,14,1,2,c#,TRUE,V,TRUE
.bVI.V,50,4.5,201.5,131,14,1,0.5,c#,TRUE,V,TRUE
V6,51,1,202,131,14,1,2,c#,TRUE,V,TRUE
.bvii.V,51,4.5,205.5,131,14,1,0.5,c#,TRUE,V,TRUE
V6,52,1,206,131,14,1,2,c#,TRUE,V,TRUE
V6/iv,89,1,354,131,14,1,1,c#,TRUE,V,TRUE
V(64),90,3,360,131,14,1,1.5,c#,TRUE,V,TRUE
V,92,3,368,131,14,1,1,c#,TRUE,V,TRUE
iv.V,93,3,372,131,14,1,2,c#,TRUE,V,TRUE
V6,98,4,393,131,14,1,1,c#,TRUE,V,TRUE
V(64),103,3,412,131,14,1,1,c#,TRUE,V,TRUE
V/iv,110,4,441,131,14,1,1,c#,TRUE,V,TRUE
V6/iv,111,1,442,131,14,1,2,c#,TRUE,V,TRUE
V(64),18,2.5,59.5,131,14,2,1,D,TRUE,V,TRUE
V(64),22,2,71,131,14,2,0.5,D,TRUE,V,TRUE
V6(4),25,1,79,131,14,2,1,D,TRUE,V,TRUE
V6,25,2,80,131,14,2,0.5,D,TRUE,V,TRUE
V,28,2.5,89.5,131,14,2,1.5,D,TRUE,V,TRUE
V6/V,31,1,97,131,14,2,1.5,D,TRUE,V,TRUE
V6(7)/V,31,2.5,98.5,131,14,2,1.5,D,TRUE,V,TRUE
V6(4)/V,32,1,100,131,14,2,1.5,D,TRUE,V,TRUE
V6/V,39,1,121,131,14,2,1.5,D,TRUE,V,TRUE
V/vi,41,2.5,128.5,131,14,2,1.5,D,TRUE,V,TRUE
V(64)/vi,42,2.5,131.5,131,14,2,1.5,D,TRUE,V,TRUE
V/vi,43,1,133,131,14,2,13.5,D,TRUE,V,TRUE
V6(7),59,2.5,182.5,131,14,2,1.5,D,TRUE,V,TRUE
V6,60,1,184,131,14,2,1.5,D,TRUE,V,TRUE
V6(7),60,2.5,185.5,131,14,2,1,D,TRUE,V,TRUE
V6(7),64,2.5,197.5,131,14,2,1,D,TRUE,V,TRUE
V6,66,2.5,203.5,131,14,2,3,D,TRUE,V,TRUE
V,68,2.5,209.5,131,14,2,1.5,D,TRUE,V,TRUE
V6,73,1,223,131,14,2,3,D,TRUE,V,TRUE
V6,75,3.5,231.5,131,14,2,0.5,D,TRUE,V,TRUE
V(64),76,2.5,233.5,131,14,2,1,D,TRUE,V,TRUE
V(64),98,2.5,299.5,131,14,2,1.5,D,TRUE,V,TRUE
V6,203,3,811,18,3,1,2,D,FALSE,V+,TRUE
V,204,3,815,18,3,1,2,D,FALSE,V+,TRUE
V(64),208,1,829,18,3,1,2,D,FALSE,V+,TRUE
V,208,3,831,18,3,1,2,D,FALSE,V+,TRUE
V(64+2),102,1,310,131,14,2,1,D,TRUE,V,TRUE
V(64),102,2,311,131,14,2,0.5,D,TRUE,V,TRUE
V6(7),132,2.5,401.5,131,14,2,1.5,D,TRUE,V,TRUE
V6,133,1,403,131,14,2,1.5,D,TRUE,V,TRUE
V6(7),133,2.5,404.5,131,14,2,1,D,TRUE,V,TRUE
V6(7),136,2.5,413.5,131,14,2,1,D,TRUE,V,TRUE
V6,137,1,415,131,14,2,1.5,D,TRUE,V,TRUE
V6,139,2.5,422.5,131,14,2,2.5,D,TRUE,V,TRUE
V6(2),140,2,425,131,14,2,0.5,D,TRUE,V,TRUE
V,141,2.5,428.5,131,14,2,1.5,D,TRUE,V,TRUE
V64,144,1,436,131,14,2,1,D,TRUE,V,TRUE
V64,144,2.5,437.5,131,14,2,1,D,TRUE,V,TRUE
V6,146,1,442,131,14,2,3,D,TRUE,V,TRUE
V6(7)/V,148,1,448,131,14,2,1.5,D,TRUE,V,TRUE
V,148,2.5,449.5,131,14,2,1,D,TRUE,V,TRUE
V6/V,148,3.5,450.5,131,14,2,0.5,D,TRUE,V,TRUE
V,149,1,451,131,14,2,1,D,TRUE,V,TRUE
V(64)/V,149,2.5,452.5,131,14,2,1,D,TRUE,V,TRUE
V6,150,1,454,131,14,2,3,D,TRUE,V,TRUE
V6,160,2.5,485.5,131,14,2,1.5,D,TRUE,V,TRUE
V,161,1,487,131,14,2,1.5,D,TRUE,V,TRUE
III[V/vi,168,1,508,131,14,2,3,D,TRUE,V,TRUE
V6,172,1,520,131,14,2,1.5,D,TRUE,V,TRUE
V,177,2.5,536.5,131,14,2,9,D,TRUE,V,TRUE
V/V,6,1,13,131,14,4,0.5,A,TRUE,V,TRUE
V/V,14,1,29,131,14,4,0.5,A,TRUE,V,TRUE
V,16,1,33,131,14,4,2,A,TRUE,V,TRUE
V64,20,2,42,131,14,4,1,A,TRUE,V,TRUE
V(64),22,1,45,131,14,4,0.5,A,TRUE,V,TRUE
V(64),22,2,46,131,14,4,0.5,A,TRUE,V,TRUE
V(64),30,1,61,131,14,4,0.5,A,TRUE,V,TRUE
V(64),30,2,62,131,14,4,0.5,A,TRUE,V,TRUE
V/V,38,1,77,131,14,4,0.5,A,TRUE,V,TRUE
V,39,1,79,131,14,4,1,A,TRUE,V,TRUE
V,41,1,83,131,14,4,2,A,TRUE,V,TRUE
V/IV,44,1,89,131,14,4,0.5,A,TRUE,V,TRUE
V/IV,44,1.5,89.5,131,14,4,1.5,A,TRUE,V,TRUE
V/V,46,1,93,131,14,4,0.5,A,TRUE,V,TRUE
V[V,47,1,95,131,14,4,0.5,A,TRUE,V,TRUE
